プラントID No,プラントコード名,プラント名称,運用開始日(年月日),前回定検日(年月日),定検周期(年),リスク評価年,機器ID No.,機器コード名,機器名称,機器の分類,部位ID No.,部位コード名,部位名称,機器使用開始日または更新日,初期肉厚[mm],腐食代[mm],最小肉厚[mm],前回計測肉厚[mm],前回計測日,減肉形態(全面減肉 or 局部減肉),注入/混合箇所の有無,滞留部の有無,炭化水素のﾀｲﾌﾟ,水溶液中の不純物の量(多いor少ない),"サワーウォーター腐食の腐食速度の算出方法(""NH4HS[%]""もしくは""Kp値"")",「減肉：アミン腐食」用アミンの種類,冷却方式の種類,溶解固型物[mg/L] (50-400 or 401-1000),エロージョン・コロージョン用の流れの種類,エロージョン・コロージョン用、過去の損傷事例の有無,材料のタイプ,使用運転時間(使用開始～前回検査) [Hrs],将来予想運転時間 [Hrs/year],プロセス最高運転温度[℃],流速,S[wt%],HSAS(熱安定アミン塩)濃度[wtppm],NH4HS[wt%],Kp値,H2S[mol%],フッ酸溶液[wt%],アミン濃度[wt%],酸濃度[wt%],TAN(全酸価)[mg KOG/g],酸性ガス負荷[酸性ガスmol/活性アミンmol],CaCO3のCa[mg/L],CaCO3のMOA(Methyl Orange Alkalinity)[mg/L],クラッディングの有無,酸素または酸化剤の有無,溶存酸素濃度が8ppm以上か?,減肉のオンラインモニタリング,ライニングに対するOn-Line Monitoringの有無,ライニングの設置日,ライニングの前回検査日,ライニングの次回検査日,ライニングの次回交換日,「応力腐食割れ：アミンSCC」用アミンの種類,ステンレス鋼種類,材料の熱履歴,過去にSCCが発生したか（損傷事例なし、損傷事例あり）,pH,Cl[ppm],金属表面温度[℃],NAOH[wt],H2S濃度[ppm],鋼板のS含有量[wt%],硬さの最大値[HBW],ヒートトレース施工の有無,水洗前にスチームパージ実施の有無,シアン化物イオンの存在有無,継目無鋼管製の有無,NACE RP0170に従った停止期間中の保護対策の実施有無,水素プローブのオンラインモニタリングの有無,主要プロセス変数のオンラインモニタリングの有無,外面最高運転温度[℃],外面前回塗装日,HTHA評価での材料種類,水素分圧[Mpa],高温環境での使用温度[℃],"多量のトランプエレメント(As, Sb, Sn, P)を含んでいる可能性があるか",過去に高温水素浸食が発生したかどうか,衝撃試験免除曲線,σ相の量,設計圧力近くへの圧力上昇と装置の温度低下が同時に起こることを防止する制御があるか,応力除去焼きなましの有無,装置が何年間も最低温度に曝されて問題なかった、または、その装置が披露やSCCの環境にないか,Brittle 板厚,管理温度[℃],設計温度[℃],運転温度[℃],流体の沸点[℃],衝撃試験温度[℃],衝撃試験免除温度[℃],指定されたMDMT,既知の遷移温度[℃],遷移温度は既知か,Jファクター値,Si[Wt%],P[Wt%],Mn[Wt%],Sn[Wt%],過去の疲労破損,可視的・可聴的振動,振動時間,15[m]以内に接続している周期的外力の源,適用された対策の種類,15[m]以内の範囲の複雑度,ジョイントや枝管の設計,配管の状態,2NPS未満の枝管の有無,P2NPS,炉管クリープに関するオンラインモニタリングの有無,内圧 [kPa],外径[mm],炭素析出物の有無,塩酸腐食,高温硫化物とナフテン酸腐食,高温硫化水素腐食,硫酸腐食,ふっ酸腐食,サワーウォーター腐食,アミン腐食,高温酸化,酸性サワー水腐食,冷却水腐食,外部(土壌側)腐食,CO2腐食,海水腐食,流れ加速型腐食(FAC),エロージョン・コロージョン,装置内面ライニング,苛性ソーダ応力腐食割れ,アミン応力腐食割れ,SSC,HIC / SOHIC,カーボネート応力腐食割れ,ポリチオン酸応力腐食割れ,塩化物応力腐食割れ,HSC-HF,HIC/SOHIC-HF,外面損傷,高温水素浸食,低温ぜい化,焼戻しぜい化,475ぜい化,シグマ相ぜい化,配管の機械的疲労,炉管クリープ
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,140,140_CL-59,(from E-9713 to C-9703BTM),2010/6/1,10.30000019,1.600000024,0.699999988,10.3,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,141,141_CL-60,STABILIZER BOTTOMS(from C-9703BTM to (P-9706A/B)E-9712),2010/6/1,8.199999809,1.600000024,0.469999999,8.2,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,142,142_CL-61,(from E-9712 to E-9716),2010/6/1,7.099999905,0.200000003,0.360000014,7.1,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,Null,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,143,143_CL-62,HCCG PRODUCT TO OFFSITE TANK(from E-9716 to OFFSITE TANK),2010/6/1,7.099999905,1.600000024,0.310000002,7.1,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,0,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,144,144_CL-62-1,HCCG RECIRCULATION LINE START UP/STAND-BY RECIRCULATION (E-9716 to FIL-9701A/B),2010/6/1,6,1.600000024,0.219999999,6,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,145,145_C-9703,スタビライザー / top,2010/6/1,16,6.400000095,2.839999914,15.7,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,120,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,3.859999895,Null,Null,Null,757,0.006,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,146,146_E-9714,スタビライザー塔頂エアー凝縮器 / header,2010/6/1,14.30000019,6.400000095,0.529999971,14,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,110,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.009,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,147,147_E-9714,スタビライザー塔頂エアー凝縮器 / Tube内面,2010/6/1,3.049999952,1.299999952,0.100000001,2.35,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,110,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,148,148_E-9715,スタビライザー塔頂トリム凝縮器 / shell,2010/6/1,12.69999981,6.400000095,1.409999967,11.7,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,50,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,149,149_E-9715,スタビライザー塔頂トリム凝縮器 / Tube外面,2010/6/1,2.599999905,1,0.090000004,2.6,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,150,150_V-9706,スタビライザー還留槽,2010/6/1,10.69999981,6.400000095,1.269999981,9.2,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,40,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.009,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,151,151_ME-9702,防食剤注入設備,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,152,152_CL-52,(from C-9703 to E-9714),2010/6/1,8.199999809,3.200000048,0.439999998,5.4,2016/5/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,110,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,3.859999895,5,Null,Null,1017,0.029999999,Null,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.8,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,153,153_CL-53,(from E-9714 to E-9715),2010/6/1,7.099999905,3.200000048,0.340000004,6.5,2016/5/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,154,154_CL-54,(from E-9715 to V-9706),2010/6/1,7.099999905,3.200000048,0.280000001,6.4,2016/5/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,155,155_CL-55,(from V-9706 to AMINE LP ABSORBER),2010/6/1,5.5,3.200000048,0.039999999,4.9,2016/5/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,12,120,スタビOH系,VESSEL,156,156_CL-57,(from P-9705 to C-9703TOP),2010/6/1,5.5,3.200000048,0.100000001,5,2015/1/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,13,130,排水系,VESSEL,157,157_E-9717,廃水冷却器 / shell,2010/6/1,11.10000038,6.400000095,0.949999988,10.8,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,50,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.008,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,13,130,排水系,VESSEL,158,158_E-9717,廃水冷却器 / Tube外面,2010/6/1,2.599999905,1,0.100000001,2.4,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,50,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,13,130,排水系,VESSEL,159,159_CL-46,SOUR SEPARATOR DRUM OUTLET(from V-9703 to E-9717),2010/6/1,5.5,3.200000048,0.430000007,5.5,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,13,130,排水系,VESSEL,160,160_CL-56,SOUR PURG GAS TO BL(from V-9706 to E-9717),2010/6/1,5.099999905,3.200000048,0.079999998,5.1,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,13,130,排水系,VESSEL,161,161_CL-63,SOUR WATER TO BL(from E-9717 to WATER TREATMENT UNIT),2010/6/1,5.5,3.200000048,0.059999999,5.5,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,8.100000381,Null,Null,Null,1017,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,14,140,MAKEUP WATER系,VESSEL,162,162_V-9707,水注入貯槽,2010/6/1,8,3.200000048,1.49000001,8,2010/6/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,304 ステンレス鋼,20000,5000,50,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,14,140,MAKEUP WATER系,VESSEL,163,163_CL-47,MAKE UP WATER(from P-9707A/B to Cl-35),2010/6/1,5.5,1.600000024,0.5,5.5,2010/6/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,304 ステンレス鋼,20000,5000,20,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
