プラントID No,プラントコード名,プラント名称,運用開始日(年月日),前回定検日(年月日),定検周期(年),リスク評価年,機器ID No.,機器コード名,機器名称,機器の分類,部位ID No.,部位コード名,部位名称,機器使用開始日または更新日,初期肉厚[mm],腐食代[mm],最小肉厚[mm],前回計測肉厚[mm],前回計測日,減肉形態(全面減肉 or 局部減肉),注入/混合箇所の有無,滞留部の有無,炭化水素のﾀｲﾌﾟ,水溶液中の不純物の量(多いor少ない),"サワーウォーター腐食の腐食速度の算出方法(""NH4HS[%]""もしくは""Kp値"")",「減肉：アミン腐食」用アミンの種類,冷却方式の種類,溶解固型物[mg/L] (50-400 or 401-1000),エロージョン・コロージョン用の流れの種類,エロージョン・コロージョン用、過去の損傷事例の有無,材料のタイプ,使用運転時間(使用開始～前回検査) [Hrs],将来予想運転時間 [Hrs/year],プロセス最高運転温度[℃],流速,S[wt%],HSAS(熱安定アミン塩)濃度[wtppm],NH4HS[wt%],Kp値,H2S[mol%],フッ酸溶液[wt%],アミン濃度[wt%],酸濃度[wt%],TAN(全酸価)[mg KOG/g],酸性ガス負荷[酸性ガスmol/活性アミンmol],CaCO3のCa[mg/L],CaCO3のMOA(Methyl Orange Alkalinity)[mg/L],クラッディングの有無,酸素または酸化剤の有無,溶存酸素濃度が8ppm以上か?,減肉のオンラインモニタリング,ライニングに対するOn-Line Monitoringの有無,ライニングの設置日,ライニングの前回検査日,ライニングの次回検査日,ライニングの次回交換日,「応力腐食割れ：アミンSCC」用アミンの種類,ステンレス鋼種類,材料の熱履歴,過去にSCCが発生したか（損傷事例なし、損傷事例あり）,pH,Cl[ppm],金属表面温度[℃],NAOH[wt],H2S濃度[ppm],鋼板のS含有量[wt%],硬さの最大値[HBW],ヒートトレース施工の有無,水洗前にスチームパージ実施の有無,シアン化物イオンの存在有無,継目無鋼管製の有無,NACE RP0170に従った停止期間中の保護対策の実施有無,水素プローブのオンラインモニタリングの有無,主要プロセス変数のオンラインモニタリングの有無,外面最高運転温度[℃],外面前回塗装日,HTHA評価での材料種類,水素分圧[Mpa],高温環境での使用温度[℃],"多量のトランプエレメント(As, Sb, Sn, P)を含んでいる可能性があるか",過去に高温水素浸食が発生したかどうか,衝撃試験免除曲線,σ相の量,設計圧力近くへの圧力上昇と装置の温度低下が同時に起こることを防止する制御があるか,応力除去焼きなましの有無,装置が何年間も最低温度に曝されて問題なかった、または、その装置が披露やSCCの環境にないか,Brittle 板厚,管理温度[℃],設計温度[℃],運転温度[℃],流体の沸点[℃],衝撃試験温度[℃],衝撃試験免除温度[℃],指定されたMDMT,既知の遷移温度[℃],遷移温度は既知か,Jファクター値,Si[Wt%],P[Wt%],Mn[Wt%],Sn[Wt%],過去の疲労破損,可視的・可聴的振動,振動時間,15[m]以内に接続している周期的外力の源,適用された対策の種類,15[m]以内の範囲の複雑度,ジョイントや枝管の設計,配管の状態,2NPS未満の枝管の有無,P2NPS,炉管クリープに関するオンラインモニタリングの有無,内圧 [kPa],外径[mm],炭素析出物の有無,塩酸腐食,高温硫化物とナフテン酸腐食,高温硫化水素腐食,硫酸腐食,ふっ酸腐食,サワーウォーター腐食,アミン腐食,高温酸化,酸性サワー水腐食,冷却水腐食,外部(土壌側)腐食,CO2腐食,海水腐食,流れ加速型腐食(FAC),エロージョン・コロージョン,装置内面ライニング,苛性ソーダ応力腐食割れ,アミン応力腐食割れ,SSC,HIC / SOHIC,カーボネート応力腐食割れ,ポリチオン酸応力腐食割れ,塩化物応力腐食割れ,HSC-HF,HIC/SOHIC-HF,外面損傷,高温水素浸食,低温ぜい化,焼戻しぜい化,475ぜい化,シグマ相ぜい化,配管の機械的疲労,炉管クリープ
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,69,069_E-9708E,水添脱硫反応器張込/エフルエント熱交換器 / shell,2010/6/1,15,3.200000048,11.02000046,15.8,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.25Cr-0.5Mo,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,70,070_E-9708E,水添脱硫反応器張込/エフルエント熱交換器 / Tube外面,2010/6/1,1.600000024,0,0.419999987,1.6,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2.25Cr-1Mo,2.339999914,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,71,071_CL-26,HDS FEED AT RECYCLE GAS INJECTION(from CL-25 to CL-37),2010/6/1,7.099999905,1.600000024,2.109999895,7.1,2010/6/1,局部,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,117,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,炭素鋼,2.680000067,117,Null,無し,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,72,072_CL-27,HDS FEED EFFLUENT HX BYPASS(from CL-25 to CL-29),2010/6/1,6,1.600000024,1.460000038,6,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,117,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,炭素鋼,2.680000067,117,Null,無し,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,73,073_CL-28,"HDS FEED+H2 E9708A SHELL INLET(CL-26,37 to E-9708A/B/C/D)",2010/6/1,10.30000019,1.600000024,4.059999943,11.6,2017/7/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,117,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,6,Null,Null,Null,900,0.029999999,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,炭素鋼,2.680000067,117,Null,無し,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,74,074_CL-29,(from E-9708D to CL-30),2010/6/1,10.30000019,1.600000024,3.559999943,10.3,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,257,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.349999905,257,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,7,70,R-9702・3フィード系,VESSEL,75,075_CL-30,E9708E SHELL INLET(from CL-29 to E-9708E),2010/6/1,17.39999962,1.600000024,3.559999943,14.6,2016/5/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,257,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.349999905,257,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,76,076_CL-31,HDS FIRST REACTOR INLET(from E-9708E to R-9702),2010/6/1,17.39999962,1.600000024,3.309999943,11.5,2016/7/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"1  Cr-0.2 Mo,1 Cr-0.5 Mo,1.25 Cr-0.5 Mo,2.25 Cr-1 Mo,3 Cr-1 Mo",20000,5000,315,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,2.180000067,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,77,077_R-9702,水添脱硫第一反応塔,2010/6/1,27.20000076,3.700000048,20.44000053,27.9,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,315,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶体化処理,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,2.180000067,315,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401.5,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,78,078_CL-32,HDS FIRST REACTOR OUTLET(from R-9702 to F-9701),2010/6/1,10.30000019,1,3,10.3,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,335,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶体化処理,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,1.980000019,335,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,79,079_F-9701,水添脱硫最終反応塔張込加熱炉 / チューブ内面,2010/6/1,6.199999809,2,1.720000029,6.2,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,385,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,1.980000019,385,Null,無し,Null,1-2%,有り,Null,無し,6.199999809,100,500,400,385,0,-7,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,1,0,0,0,1,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,80,080_F-9701,水添脱硫最終反応塔張込加熱炉 / 火炉側(チューブ外面、耐火材、チューブサポート、温度計ブラケット）,2010/6/1,6.199999809,2,1.720000029,5.9,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,304 ステンレス鋼,Null,Null,385,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,81,081_CL-33,HDS FINISHING REACTOR INLET(from F-9701 to R-9703),2010/6/1,10.30000019,1,2.799999952,10.3,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,365,Null,Null,Null,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,1.850000024,365,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,82,082_ME-9701,硫化剤注入設備,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,8,80,R-9702・3リアクター系,VESSEL,83,083_R-9703,水添脱硫第二反応塔,2010/6/1,28.20000076,3.700000048,20.23999977,28.1,2016/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,365,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,1.850000024,365,Null,無し,Null,Null,有り,Null,無し,28.20000076,50,400,365,365,0,31.5,0,0,Null,0,0,1,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.1,0,0,0,0,1,0,1,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,84,084_CL-34,HDS FINISHING RAECTOR OUTLET(from R-9703 to E-9708E),2010/6/1,11.10000038,1,2.960000038,11.1,2010/6/1,局部,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,367,Null,Null,Null,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,1.75,367,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,85,085_E-9708E,水添脱硫反応塔張込/エフルエンント熱交換器 / Tube,2010/6/1,1.600000024,0,0.419999987,1.6,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,367,Null,Null,Null,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,炭素鋼,1.74000001,367,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,86,086_E-9708E,水添脱硫反応塔張込/エフルエンント熱交換器 / TS,2010/6/1,14.60000038,3.700000048,3.25,14.2,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,367,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,2.25Cr-1Mo,1.74000001,367,Null,無し,Null,Null,有り,Null,無し,14.19999981,50,400,367,367,0,21,0,0,Null,4.159999847,1,0.01,1,0.01,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,1,0,1,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,87,087_CL-34-1,(from E-9708E to E-9708A/B/C/D),2010/6/1,11.10000038,1,2.960000038,11.1,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,314,Null,Null,Null,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,2.25Cr-1Mo,1.75,314,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,1,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,88,088_E-9708D,水添脱硫反応塔張込/エフルエンント熱交換器 / Tube,2010/6/1,1.600000024,0,0.409999996,1.6,2010/6/1,全面,無し,無し,ガスオイル,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,314,Null,Null,Null,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,2.25Cr-1Mo,1.74000001,314,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,89,089_E-9708D,水添脱硫反応塔張込/エフルエンント熱交換器 / TS,2010/6/1,14.89999962,3.700000048,8.470000267,14.3,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,314,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,1.25Cr-0.5Mo,1.74000001,314,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,1,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,90,090_E-9708C,水添脱硫反応塔張込/エフルエンント熱交換器 / Tube,2010/6/1,1.600000024,0,0.409999996,1.5,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,"304L,316,316L,347  ステンレス鋼",20000,5000,314,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,321 ステンレス鋼,溶接後安定化,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,2.25Cr-1Mo,1.74000001,314,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0
