C-1,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,DM11,DM12,DM13,DM14,DM15,DM16,DM17,DM18,DM19,DM20,DM21,DM22,DM23,DM24,DM25,DM26,DM27,DM28,DM29,DM30,DM31,DM32,DM33,DM34,DM35,DM36,DM37,DM38,DM39,DM40,DM41,DM42,DM43,DM44,DM45,DM46,DM47,DM48,DM49,DM50,DM51,DM52,DM53,DM54,DM55,DM56,DM57,DM58,DM59,DM60,DM61,DM62,DM63,DM64,DM65,DM66,DM67,DM68,DM69,DM70,DM71,DM72,DM73,DM74,DM75,DM76,DM77,DM78,DM79,DM80,DM81,DM82,DM83,DM84,DM85,DM86,DM87,DM88,DM89,DM90,DM91,DM92,DM93,DM94,DM95,DM96,DM97,DM98,DM99,DM100,DM101,DM102,DM103,DM104,DM105,DM106,DM107,DM108,DM109,DM110,DM111,DM112,DM113,DM114,DM115,DM116,DM117,DM118,DM119,DM120,DM121,DM122,DM123,DM124,DM125,DM126,DM127,DM128,DM129,DM130,DM131,DM132,DM133,DM134,DM135,DM136,DM137,DM138,DM139,DM140,DM141,DM142,DM143,DM144,DM145,DM146,DM147,DM148,DM149,DM150,DM151,DM152,DM153,DM154,DM155,DM156,DM157,DM158,DM159,DM160,DM161,DM162,DM163,DM164,DM165,DM166,DM167,DM168,DM169
B28,28,節炭器　(低温側) プロテクタ,化学,用役・ボイラー,水・蒸気系,熱交換器,多管式,熱交換器部位,節炭器　(低温側) プロテクタ,低合金鋼,Null,SA387-12-1,Null,30,0,400,Null,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B29,29,節炭器　(高温側) 節炭器管（フィン付き),化学,用役・ボイラー,水・蒸気系,熱交換器,多管式,熱交換器部位,節炭器　(高温側) 節炭器管（フィン付き),炭素鋼,Null,JIS STB510,Null,30,0,349,11,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B30,30,節炭器　(高温側) 出口管寄せ,化学,用役・ボイラー,水・蒸気系,付設品,配管,配管・継手類,出口ヘッダー,炭素鋼,Null,STPT49,Null,30,0,319,11,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B31,31,節炭器　(高温側) 出口給水連絡管,化学,用役・ボイラー,水・蒸気系,熱交換器,多管式,配管・継手類,出口ヘッダー,炭素鋼,Null,STPT49,Null,30,0,319,11,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B32,32,節炭器　(高温側) プロテクタ,化学,用役・ボイラー,水・蒸気系,熱交換器,多管式,熱交換器部位,節炭器　(高温側) プロテクタ,オーステナイト系ステンレス鋼,Null,SUS304S,Null,30,0,400,Null,Null,Null,液相,中性,水溶液,脱イオン水,脱イオン水,水溶液,脱イオン水,脱イオン水,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B33,33,火炉前壁(北) 上部管寄せ,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉前壁(北) 上部管寄せ,炭素鋼,Null,STPT49,Null,30,0,345,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B34,34,火炉前壁(北) 下部管寄せ,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉前壁(北) 下部管寄せ,炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B35,35,火炉前壁(北) 蒸発管上段,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉前壁(北) 蒸発管上段,炭素鋼,Null,STB42S,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B36,36,火炉前壁(北) 蒸発管下段,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉前壁(北) 蒸発管下段,炭素鋼,Null,STB42S,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B37,37,火炉後壁(南) 上部管寄せ,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 上部管寄せ,炭素鋼,Null,STPT49,Null,30,0,345,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B38,38,火炉後壁(南) 下部管寄せ,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 下部管寄せ,炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B39,39,火炉後壁(南) ハンガー管,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) ハンガー管,炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B40,40,火炉後壁(南) 蒸発管下段,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 蒸発管下段,炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B41,41,火炉後壁(南) 蒸発管(デアーチ部),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 蒸発管(デアーチ部),炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42,42,火炉後壁(南) 蒸発管中段(従来管),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 蒸発管中段(従来管),炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B43,43,火炉後壁(南) 蒸発管中段(更新管),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 蒸発管中段(更新管),炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B44,44,火炉後壁(南) 蒸発管(ハンガー部),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 蒸発管(ハンガー部),炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B45,45,火炉後壁(南) 蒸発管(スクリーン部),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉後壁(南) 蒸発管(スクリーン部),炭素鋼,Null,STB42E,Null,30,0,349,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B46,46,火炉側壁 上部管寄せ /前端　缶右管寄せ(西),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 上部管寄せ /前端　缶右管寄せ(西),炭素鋼,Null,STPT49,Null,30,0,345,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B47,47,火炉側壁 上部管寄せ /前端　缶左管寄せ(東),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 上部管寄せ /前端　缶左管寄せ(東),炭素鋼,Null,STPT49,Null,30,0,345,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B48,48,火炉側壁 下部(中央)管寄せ/中央　缶右管寄せ（西）,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 下部(中央)管寄せ/中央　缶右管寄せ（西）,炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B49,49,火炉側壁 下部(中央)管寄せ/中央　缶左管寄せ（東）,化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 下部(中央)管寄せ/中央　缶左管寄せ（東）,炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B50,50,火炉側壁 下部(両端)管寄せ/前端　缶右管寄せ(西),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 下部(両端)管寄せ/前端　缶右管寄せ(西),炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51,51,火炉側壁 下部(両端)管寄せ/前端　缶左管寄せ(東),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 下部(両端)管寄せ/前端　缶左管寄せ(東),炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B52,52,火炉側壁 下部(両端)管寄せ/後端　缶右管寄せ(西),化学,用役・ボイラー,水・蒸気系,VESSEL,VESSEL,Null,火炉側壁 下部(両端)管寄せ/後端　缶右管寄せ(西),炭素鋼,Null,STPT49,Null,30,0,365,11,Null,Null,液相,中性,水溶液,ボイラ缶水,ボイラ缶水,無機塩,オキソイオン,燐酸塩,無機アルカリ,_15族アルカリ,アンモニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
