C-1,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,DM11,DM12,DM13,DM14,DM15,DM16,DM17,DM18,DM19,DM20,DM21,DM22,DM23,DM24,DM25,DM26,DM27,DM28,DM29,DM30,DM31,DM32,DM33,DM34,DM35,DM36,DM37,DM38,DM39,DM40,DM41,DM42,DM43,DM44,DM45,DM46,DM47,DM48,DM49,DM50,DM51,DM52,DM53,DM54,DM55,DM56,DM57,DM58,DM59,DM60,DM61,DM62,DM63,DM64,DM65,DM66,DM67,DM68,DM69,DM70,DM71,DM72,DM73,DM74,DM75,DM76,DM77,DM78,DM79,DM80,DM81,DM82,DM83,DM84,DM85,DM86,DM87,DM88,DM89,DM90,DM91,DM92,DM93,DM94,DM95,DM96,DM97,DM98,DM99,DM100,DM101,DM102,DM103,DM104,DM105,DM106,DM107,DM108,DM109,DM110,DM111,DM112,DM113,DM114,DM115,DM116,DM117,DM118,DM119,DM120,DM121,DM122,DM123,DM124,DM125,DM126,DM127,DM128,DM129,DM130,DM131,DM132,DM133,DM134,DM135,DM136,DM137,DM138,DM139,DM140,DM141,DM142,DM143,DM144,DM145,DM146,DM147,DM148,DM149,DM150,DM151,DM152,DM153,DM154,DM155,DM156,DM157,DM158,DM159,DM160,DM161,DM162,DM163,DM164,DM165,DM166,DM167,DM168,DM169
T13,13,Shell Plate #7 Course(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-26.10000038,-26.10000038,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T14,14,Shell Plate #7 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T15,15,Shell Plate #6 Course(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-31.29999924,-31.29999924,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T16,16,Shell Plate #6 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T17,17,Shell Plate #5 Course(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-35.40000153,-35.40000153,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T18,18,Shell Plate #5 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T19,19,Shell Plate #4 Course(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-38.40000153,-38.40000153,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T20,20,Shell Plate #4 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T21,21,Shell Plate #3 Course(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-40.40000153,-40.40000153,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T22,22,Shell Plate #3 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T23,23,Shell Plate #2 Course(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-41.20000076,-41.20000076,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T24,24,Shell Plate #2 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T25,25,Shell Plate #1 Course（内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-42,-42,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T26,26,Shell Plate #1 Course（外面),Null,Null,貯槽,貯槽,丸屋根型,保温（保冷）材下,Null,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,不活性ガス,ヘリウム,水溶液,水,水,不定,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T27,27,Bottom Plate(内面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,ｱﾆｭﾗ板（底板）,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-42,-42,0.1082,Null,あり,液相,Null,官能基,アルカン,プロパン,不定,Null,Null,不定,Null,Null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T28,28,Bottom Plate（外面),Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,ｱﾆｭﾗ板（底板）,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,-42,-42,0.1082,Null,あり,固相,中性,固体,土壌,土壌,水溶液,水,水,無機塩,ハロゲン化物,塩化ナトリウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T29,29,"24"" Roof Manhole W/David Mark: 31",Null,Null,貯槽,貯槽,丸屋根型,貯槽部位,容器壁,炭素鋼,炭素鋼_TS_490MPa以上,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T30,30,"Thermal Piece for 4"" Start Up Spray Nozzle (4-P-6003-3L1) Mark: 30",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T31,31,"4"" Pipe for Start Up Spray Nozzle (4-P-6003-3L1) Mark: 30",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T32,32,Thermal Piece for Vapor Rec. Con. Nozzle (24-P-6010-3L1) Mark: 32,Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T33,33,"24"" Pipe for Vapor Rec. Con. Nozzle (24-P-6010-3L1) Mark: 32",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T34,34,"12"" Pipe for Vacuum Relief V. (VZV-014) Mark: 34",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T35,35,"12"" Pipe for Vacuum Relief V. (VZV-015) Mark: 34",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T36,36,"12"" Pipe for Vacuum Relief V. (VZV-016) Mark: 34",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T37,37,"12"" Pipe for Vacuum Relief V. (VZV-017) Mark: 34",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T38,38,"Thermal Piece for 12"" Pipe for Pilot Ope. Relief V. (PZV-001) Mark: 35A",Null,Null,貯槽,貯槽,丸屋根型,配管・継手類,配管,炭素鋼,炭素鋼_TS_490MPa未満,Null,無,42,35,35,0.1082,Null,あり,液相,中性,無機ガス,大気,大気,水溶液,海水,海水,無機塩,ハロゲン化物,塩化ナトリウム,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
